customer_id,item_id,event_type,event_value,event_date
C00243,ITEM_059,view,1,2026-04-01
C00803,ITEM_043,view,1,2026-04-04
C00414,ITEM_048,play,3,2026-05-15
C00678,ITEM_040,play,3,2026-01-26
C01048,ITEM_070,view,1,2026-01-10
C01036,ITEM_014,view,1,2026-01-11
C00013,ITEM_006,play,3,2026-06-22
C00941,ITEM_042,view,1,2026-03-04
C01146,ITEM_069,purchase,5,2026-02-12
C00801,ITEM_037,play,3,2026-01-25
C00224,ITEM_033,play,3,2026-02-16
C00797,ITEM_047,play,3,2026-03-21
C00763,ITEM_027,purchase,5,2026-06-24
C00794,ITEM_045,view,1,2026-05-18
C00514,ITEM_077,view,1,2026-06-03
C00630,ITEM_032,play,3,2026-01-09
C00782,ITEM_038,view,1,2026-04-14
C00556,ITEM_062,play,3,2026-03-31
C00928,ITEM_053,view,1,2026-02-05
C00851,ITEM_028,view,1,2026-03-31
C00363,ITEM_041,view,1,2026-04-16
C00732,ITEM_037,play,3,2026-01-01
C00907,ITEM_031,view,1,2026-06-26
C00587,ITEM_034,view,1,2026-05-13
C00858,ITEM_001,view,1,2026-06-16
C00151,ITEM_038,view,1,2026-01-17
C00463,ITEM_025,play,3,2026-01-11
C00842,ITEM_064,purchase,5,2026-06-17
C01074,ITEM_050,play,3,2026-06-17
C00775,ITEM_056,view,1,2026-04-26
C00796,ITEM_021,view,1,2026-02-06
C00410,ITEM_003,purchase,5,2026-02-21
C00841,ITEM_030,play,3,2026-05-23
C00427,ITEM_039,play,3,2026-06-16
C00062,ITEM_034,view,1,2026-05-01
C00296,ITEM_009,view,1,2026-03-14
C00733,ITEM_016,view,1,2026-05-28
C01154,ITEM_058,view,1,2026-02-16
C00594,ITEM_072,view,1,2026-01-24
C01032,ITEM_078,play,3,2026-03-11
C00933,ITEM_040,view,1,2026-03-26
C00673,ITEM_049,view,1,2026-04-21
C00965,ITEM_048,play,3,2026-05-04
C00481,ITEM_030,purchase,5,2026-05-11
C00531,ITEM_026,view,1,2026-02-06
C00884,ITEM_005,view,1,2026-04-30
C00766,ITEM_002,play,3,2026-01-09
C00633,ITEM_026,purchase,5,2026-06-15
C00519,ITEM_029,play,3,2026-03-21
C01171,ITEM_042,view,1,2026-06-22
C00078,ITEM_077,play,3,2026-06-06
C00066,ITEM_070,play,3,2026-02-05
C00574,ITEM_015,view,1,2026-01-21
C00041,ITEM_041,view,1,2026-06-14
C00409,ITEM_044,play,3,2026-03-30
C00682,ITEM_078,play,3,2026-01-20
C00486,ITEM_032,view,1,2026-04-20
C00243,ITEM_029,play,3,2026-06-22
C00341,ITEM_060,play,3,2026-04-19
C00725,ITEM_000,view,1,2026-02-16
C01141,ITEM_007,view,1,2026-03-02
C00937,ITEM_050,view,1,2026-02-17
C00656,ITEM_026,purchase,5,2026-04-07
C00165,ITEM_017,view,1,2026-03-17
C00291,ITEM_066,play,3,2026-03-03
C00528,ITEM_019,view,1,2026-02-02
C00296,ITEM_002,play,3,2026-01-06
C00826,ITEM_001,purchase,5,2026-05-29
C00439,ITEM_072,purchase,5,2026-05-25
C01000,ITEM_042,play,3,2026-01-23
C00322,ITEM_001,view,1,2026-02-11
C00595,ITEM_019,view,1,2026-03-21
C00857,ITEM_026,view,1,2026-04-18
C00247,ITEM_079,play,3,2026-06-13
C00913,ITEM_043,view,1,2026-05-06
C00702,ITEM_066,view,1,2026-04-25
C00777,ITEM_035,view,1,2026-05-14
C00545,ITEM_057,play,3,2026-04-20
C01122,ITEM_002,view,1,2026-06-17
C00926,ITEM_028,view,1,2026-06-29
C00230,ITEM_036,view,1,2026-03-23
C00666,ITEM_005,view,1,2026-01-05
C01083,ITEM_021,play,3,2026-06-28
C00335,ITEM_053,play,3,2026-02-27
C00643,ITEM_054,play,3,2026-02-18
C00905,ITEM_001,view,1,2026-01-23
C00327,ITEM_021,view,1,2026-05-18
C00621,ITEM_035,play,3,2026-02-03
C00663,ITEM_021,view,1,2026-06-23
C00213,ITEM_004,play,3,2026-02-08
C00213,ITEM_003,purchase,5,2026-01-14
C00675,ITEM_044,view,1,2026-04-23
C00214,ITEM_029,play,3,2026-02-07
C01137,ITEM_044,view,1,2026-02-18
C00628,ITEM_056,view,1,2026-01-19
C00846,ITEM_042,view,1,2026-04-30
C00476,ITEM_044,play,3,2026-02-09
C00358,ITEM_057,purchase,5,2026-05-13
C00583,ITEM_014,view,1,2026-02-16
C00853,ITEM_018,play,3,2026-03-14
C00477,ITEM_058,view,1,2026-03-30
C00339,ITEM_019,view,1,2026-04-07
C00172,ITEM_069,play,3,2026-05-30
C00651,ITEM_033,play,3,2026-01-24
C00815,ITEM_006,play,3,2026-02-11
C00631,ITEM_056,purchase,5,2026-05-16
C00305,ITEM_034,view,1,2026-06-03
C00296,ITEM_009,view,1,2026-03-17
C00452,ITEM_017,view,1,2026-01-02
C00417,ITEM_070,play,3,2026-05-31
C00244,ITEM_036,view,1,2026-04-21
C01130,ITEM_020,view,1,2026-04-05
C00395,ITEM_043,play,3,2026-03-12
C00300,ITEM_010,view,1,2026-05-06
C00727,ITEM_031,play,3,2026-02-21
C00961,ITEM_047,purchase,5,2026-03-06
C00557,ITEM_076,view,1,2026-05-19
C00800,ITEM_022,view,1,2026-03-08
C00114,ITEM_066,purchase,5,2026-06-20
C00639,ITEM_032,play,3,2026-03-20
C00079,ITEM_071,view,1,2026-04-12
C00165,ITEM_004,play,3,2026-04-25
C00710,ITEM_010,view,1,2026-05-06
C00245,ITEM_037,play,3,2026-04-02
C00043,ITEM_063,view,1,2026-03-07
C00214,ITEM_024,view,1,2026-05-25
C00927,ITEM_009,play,3,2026-05-09
C00704,ITEM_013,view,1,2026-01-10
C00458,ITEM_023,play,3,2026-04-23
C01168,ITEM_030,play,3,2026-06-12
C00462,ITEM_045,purchase,5,2026-04-11
C01052,ITEM_061,view,1,2026-06-16
C00413,ITEM_010,view,1,2026-03-12
C00030,ITEM_061,view,1,2026-02-13
C00132,ITEM_078,view,1,2026-03-31
C00328,ITEM_028,view,1,2026-01-19
C00223,ITEM_016,view,1,2026-01-12
C00188,ITEM_077,view,1,2026-04-13
C00460,ITEM_072,purchase,5,2026-01-06
C01170,ITEM_010,view,1,2026-01-12
C00240,ITEM_067,view,1,2026-03-23
C00282,ITEM_068,play,3,2026-02-11
C01194,ITEM_024,view,1,2026-02-02
C00241,ITEM_078,play,3,2026-04-02
C00996,ITEM_015,play,3,2026-02-28
C00745,ITEM_045,play,3,2026-04-21
C01113,ITEM_056,play,3,2026-03-18
C00667,ITEM_004,play,3,2026-02-04
C00712,ITEM_073,purchase,5,2026-05-07
C00271,ITEM_073,view,1,2026-06-17
C00689,ITEM_030,view,1,2026-05-11
C00804,ITEM_034,play,3,2026-02-02
C01184,ITEM_029,view,1,2026-04-11
C00116,ITEM_013,view,1,2026-01-28
C00188,ITEM_070,play,3,2026-01-05
C00023,ITEM_071,view,1,2026-01-30
C00948,ITEM_045,view,1,2026-05-26
C00098,ITEM_034,play,3,2026-06-17
C01098,ITEM_054,view,1,2026-04-18
C00437,ITEM_039,view,1,2026-06-08
C00346,ITEM_060,play,3,2026-03-15
C01170,ITEM_045,play,3,2026-01-06
C00864,ITEM_013,view,1,2026-06-12
C00656,ITEM_072,view,1,2026-05-11
C01066,ITEM_034,view,1,2026-04-29
C00905,ITEM_040,play,3,2026-01-14
C00764,ITEM_053,view,1,2026-06-23
C00385,ITEM_071,purchase,5,2026-01-14
C01183,ITEM_033,play,3,2026-01-03
C00863,ITEM_013,view,1,2026-01-14
C01134,ITEM_008,play,3,2026-06-19
C01159,ITEM_049,purchase,5,2026-05-30
C00659,ITEM_033,play,3,2026-01-21
C00429,ITEM_042,view,1,2026-03-18
C01136,ITEM_067,view,1,2026-04-06
C01198,ITEM_026,play,3,2026-04-11
C00146,ITEM_051,play,3,2026-02-06
C00766,ITEM_017,view,1,2026-01-06
C00722,ITEM_055,view,1,2026-01-06
C00898,ITEM_005,purchase,5,2026-06-12
C01170,ITEM_016,view,1,2026-04-22
C00302,ITEM_020,view,1,2026-06-26
C01170,ITEM_015,view,1,2026-06-04
C00771,ITEM_054,view,1,2026-02-12
C00099,ITEM_031,view,1,2026-01-17
C00613,ITEM_022,view,1,2026-04-29
C00160,ITEM_021,view,1,2026-02-10
C01147,ITEM_058,view,1,2026-05-03
C00915,ITEM_043,view,1,2026-06-24
C01085,ITEM_070,view,1,2026-06-23
C00723,ITEM_040,view,1,2026-02-15
C00476,ITEM_055,view,1,2026-03-29
C00514,ITEM_073,view,1,2026-05-08
C01136,ITEM_064,play,3,2026-02-12
C00181,ITEM_060,view,1,2026-04-12
C01061,ITEM_045,play,3,2026-03-06
C00506,ITEM_069,view,1,2026-04-14
C00708,ITEM_075,view,1,2026-04-26
C00800,ITEM_009,view,1,2026-06-07
C00098,ITEM_061,view,1,2026-03-27
C00178,ITEM_001,view,1,2026-02-21
C00192,ITEM_025,play,3,2026-01-15
C00934,ITEM_064,view,1,2026-05-06
C00092,ITEM_057,view,1,2026-05-26
C00733,ITEM_049,view,1,2026-03-15
C00129,ITEM_053,purchase,5,2026-06-05
C00921,ITEM_012,view,1,2026-03-27
C01172,ITEM_060,view,1,2026-03-28
C00496,ITEM_008,view,1,2026-01-09
C00254,ITEM_025,purchase,5,2026-04-05
C00533,ITEM_006,purchase,5,2026-04-18
C00829,ITEM_040,view,1,2026-03-30
C00872,ITEM_068,view,1,2026-04-07
C00763,ITEM_070,play,3,2026-04-06
C00698,ITEM_000,view,1,2026-05-06
C00757,ITEM_078,view,1,2026-01-19
C00260,ITEM_016,view,1,2026-04-06
C00248,ITEM_028,view,1,2026-03-20
C01117,ITEM_022,view,1,2026-03-04
C00695,ITEM_038,play,3,2026-03-22
C01033,ITEM_000,play,3,2026-05-03
C00750,ITEM_026,view,1,2026-06-29
C00546,ITEM_024,view,1,2026-02-09
C00684,ITEM_057,view,1,2026-01-09
C00830,ITEM_068,play,3,2026-03-04
C00223,ITEM_003,view,1,2026-02-26
C00554,ITEM_032,view,1,2026-01-13
C00867,ITEM_076,view,1,2026-03-31
C00104,ITEM_074,view,1,2026-04-04
C00087,ITEM_043,view,1,2026-06-02
C00192,ITEM_060,view,1,2026-05-06
C00709,ITEM_021,play,3,2026-03-25
C00286,ITEM_064,view,1,2026-04-29
C00523,ITEM_002,play,3,2026-02-22
C00160,ITEM_041,view,1,2026-01-29
C00300,ITEM_044,view,1,2026-04-07
C00021,ITEM_013,play,3,2026-03-31
C00968,ITEM_046,purchase,5,2026-02-23
C00559,ITEM_075,view,1,2026-06-11
C00211,ITEM_055,play,3,2026-04-09
C00631,ITEM_011,play,3,2026-04-13
C01119,ITEM_042,play,3,2026-05-05
C00989,ITEM_056,view,1,2026-02-22
C01061,ITEM_041,view,1,2026-04-06
C00487,ITEM_012,view,1,2026-06-11
C00432,ITEM_024,view,1,2026-04-20
C00379,ITEM_036,view,1,2026-06-03
C00366,ITEM_015,play,3,2026-01-07
C01103,ITEM_033,view,1,2026-05-10
C00164,ITEM_020,view,1,2026-04-29
C01021,ITEM_011,view,1,2026-06-11
C01099,ITEM_029,view,1,2026-06-24
C01012,ITEM_001,play,3,2026-01-26
C00753,ITEM_061,play,3,2026-03-30
C01026,ITEM_003,view,1,2026-06-17
C00038,ITEM_009,view,1,2026-05-25
C00980,ITEM_024,view,1,2026-01-19
C00613,ITEM_051,purchase,5,2026-04-09
C01150,ITEM_035,view,1,2026-03-04
C00102,ITEM_003,view,1,2026-05-07
C01116,ITEM_026,view,1,2026-04-03
C00688,ITEM_003,view,1,2026-02-25
C00124,ITEM_034,view,1,2026-03-17
C00610,ITEM_021,purchase,5,2026-06-24
C00044,ITEM_071,view,1,2026-03-07
C00099,ITEM_028,view,1,2026-02-08
C00638,ITEM_047,view,1,2026-01-21
C00979,ITEM_015,view,1,2026-01-29
C00129,ITEM_038,purchase,5,2026-01-10
C00314,ITEM_070,play,3,2026-01-09
C00469,ITEM_002,purchase,5,2026-04-06
C00649,ITEM_024,play,3,2026-04-08
C00000,ITEM_028,play,3,2026-05-24
C00766,ITEM_037,view,1,2026-04-22
C00597,ITEM_033,view,1,2026-02-04
C01154,ITEM_079,play,3,2026-04-27
C00361,ITEM_011,play,3,2026-03-21
C00592,ITEM_020,view,1,2026-02-01
C00097,ITEM_037,view,1,2026-04-28
C01100,ITEM_049,play,3,2026-04-28
C01000,ITEM_006,view,1,2026-03-18
C00425,ITEM_059,view,1,2026-01-30
C00552,ITEM_042,view,1,2026-01-06
C01028,ITEM_021,view,1,2026-05-16
C00354,ITEM_030,view,1,2026-01-29
C00282,ITEM_004,play,3,2026-02-19
C00290,ITEM_053,play,3,2026-05-02
C00848,ITEM_063,view,1,2026-03-17
C00253,ITEM_079,view,1,2026-05-28
C00106,ITEM_023,view,1,2026-03-08
C00198,ITEM_021,view,1,2026-06-10
C01183,ITEM_025,view,1,2026-03-08
C01047,ITEM_010,play,3,2026-01-15
C01144,ITEM_033,play,3,2026-05-10
C00332,ITEM_009,view,1,2026-04-29
C00530,ITEM_003,play,3,2026-06-29
C00588,ITEM_027,view,1,2026-01-18
C00628,ITEM_068,play,3,2026-04-05
C00032,ITEM_077,view,1,2026-05-08
C00717,ITEM_069,play,3,2026-03-14
C00046,ITEM_076,view,1,2026-02-17
C00330,ITEM_069,view,1,2026-02-22
C00350,ITEM_052,view,1,2026-01-02
C00809,ITEM_014,play,3,2026-04-23
C01075,ITEM_064,purchase,5,2026-05-21
C00838,ITEM_078,play,3,2026-03-23
C00522,ITEM_039,play,3,2026-01-08
C00630,ITEM_052,view,1,2026-05-20
C00614,ITEM_030,play,3,2026-06-13
C00177,ITEM_047,play,3,2026-04-20
C01148,ITEM_001,view,1,2026-01-16
C01103,ITEM_057,view,1,2026-03-16
C00288,ITEM_041,view,1,2026-04-13
C00138,ITEM_060,view,1,2026-06-21
C00198,ITEM_029,view,1,2026-03-31
C00755,ITEM_033,play,3,2026-01-03
C00035,ITEM_011,play,3,2026-05-07
C00123,ITEM_046,view,1,2026-05-05
C00777,ITEM_073,purchase,5,2026-02-12
C00175,ITEM_046,play,3,2026-03-15
C00082,ITEM_071,view,1,2026-01-08
C00024,ITEM_000,purchase,5,2026-01-22
C00846,ITEM_059,play,3,2026-02-25
C00436,ITEM_000,view,1,2026-01-17
C00341,ITEM_034,purchase,5,2026-02-19
C00767,ITEM_037,view,1,2026-04-27
C00204,ITEM_037,view,1,2026-03-10
C00625,ITEM_044,view,1,2026-01-27
C00580,ITEM_061,play,3,2026-04-23
C00809,ITEM_056,purchase,5,2026-06-04
C00748,ITEM_004,view,1,2026-04-17
C00810,ITEM_060,view,1,2026-02-25
C00255,ITEM_031,view,1,2026-05-26
C00168,ITEM_046,play,3,2026-03-03
C00640,ITEM_073,view,1,2026-01-03
C00068,ITEM_022,view,1,2026-04-29
C00545,ITEM_048,view,1,2026-05-10
C00750,ITEM_049,view,1,2026-02-09
C00985,ITEM_040,purchase,5,2026-03-09
C00783,ITEM_020,purchase,5,2026-01-02
C01193,ITEM_059,view,1,2026-03-26
C00668,ITEM_065,play,3,2026-03-22
C00535,ITEM_075,play,3,2026-02-16
C00294,ITEM_033,view,1,2026-04-06
C00807,ITEM_010,view,1,2026-05-03
C00972,ITEM_071,play,3,2026-03-22
C00385,ITEM_048,view,1,2026-05-24
C00090,ITEM_010,play,3,2026-03-24
C00012,ITEM_062,view,1,2026-03-15
C00758,ITEM_056,play,3,2026-04-30
C00795,ITEM_066,view,1,2026-01-31
C00144,ITEM_034,view,1,2026-06-02
C00027,ITEM_037,view,1,2026-04-19
C00785,ITEM_010,view,1,2026-03-07
C00477,ITEM_034,play,3,2026-02-12
C00501,ITEM_044,play,3,2026-05-23
C00314,ITEM_069,view,1,2026-01-03
C00861,ITEM_016,view,1,2026-01-12
C00893,ITEM_003,view,1,2026-04-20
C00062,ITEM_023,view,1,2026-03-28
C00106,ITEM_016,purchase,5,2026-01-31
C00666,ITEM_036,view,1,2026-03-09
C00723,ITEM_056,play,3,2026-05-21
C00173,ITEM_029,view,1,2026-03-25
C00189,ITEM_027,view,1,2026-04-06
C00818,ITEM_031,play,3,2026-01-17
C00545,ITEM_078,play,3,2026-05-10
C00143,ITEM_031,view,1,2026-01-25
C00731,ITEM_057,play,3,2026-02-12
C00088,ITEM_001,play,3,2026-02-22
C00276,ITEM_008,view,1,2026-03-19
C00855,ITEM_029,view,1,2026-02-19
C00266,ITEM_042,view,1,2026-05-27
C00076,ITEM_031,view,1,2026-03-11
C01151,ITEM_021,play,3,2026-01-07
C00269,ITEM_047,view,1,2026-03-24
C00617,ITEM_020,view,1,2026-01-23
C00989,ITEM_038,view,1,2026-02-09
C01187,ITEM_008,view,1,2026-04-17
C00971,ITEM_013,view,1,2026-04-22
C00407,ITEM_072,play,3,2026-04-30
C01024,ITEM_047,play,3,2026-03-09
C00015,ITEM_024,purchase,5,2026-05-31
C00391,ITEM_002,play,3,2026-01-11
C00239,ITEM_062,view,1,2026-03-10
C00633,ITEM_026,play,3,2026-02-13
C01069,ITEM_036,play,3,2026-01-08
C00928,ITEM_049,play,3,2026-04-11
C01197,ITEM_005,view,1,2026-01-11
C00164,ITEM_049,view,1,2026-04-20
C00902,ITEM_079,view,1,2026-06-03
C00869,ITEM_014,view,1,2026-05-24
C00547,ITEM_074,view,1,2026-05-03
C00116,ITEM_027,view,1,2026-02-14
C00125,ITEM_000,play,3,2026-04-28
C01095,ITEM_036,view,1,2026-04-12
C00354,ITEM_016,view,1,2026-03-30
C00764,ITEM_032,play,3,2026-03-27
C01134,ITEM_013,play,3,2026-01-26
C00591,ITEM_054,view,1,2026-06-02
C00251,ITEM_029,view,1,2026-05-31
C00581,ITEM_059,view,1,2026-05-12
C00275,ITEM_016,play,3,2026-04-09
C00217,ITEM_003,play,3,2026-01-24
C00973,ITEM_026,view,1,2026-04-25
C00415,ITEM_059,purchase,5,2026-06-22
C00821,ITEM_078,play,3,2026-01-24
C00872,ITEM_070,play,3,2026-03-05
C00659,ITEM_000,view,1,2026-06-13
C00649,ITEM_073,purchase,5,2026-06-21
C00216,ITEM_031,view,1,2026-03-22
C00635,ITEM_004,view,1,2026-02-21
C00901,ITEM_019,view,1,2026-02-21
C00234,ITEM_070,view,1,2026-03-26
C00278,ITEM_047,view,1,2026-02-27
C00828,ITEM_013,view,1,2026-04-10
C01178,ITEM_063,view,1,2026-01-15
C00470,ITEM_027,view,1,2026-01-12
C00993,ITEM_009,play,3,2026-01-01
C00219,ITEM_030,play,3,2026-05-09
C00683,ITEM_061,view,1,2026-06-16
C01132,ITEM_023,view,1,2026-01-19
C00529,ITEM_012,view,1,2026-06-14
C00608,ITEM_023,play,3,2026-01-30
C00186,ITEM_063,play,3,2026-01-09
C00633,ITEM_013,view,1,2026-02-22
C00702,ITEM_036,purchase,5,2026-02-22
C01177,ITEM_052,play,3,2026-06-22
C00241,ITEM_005,play,3,2026-01-21
C00439,ITEM_046,play,3,2026-06-25
C00776,ITEM_062,view,1,2026-06-05
C01131,ITEM_049,purchase,5,2026-03-30
C00285,ITEM_014,purchase,5,2026-05-02
C00833,ITEM_041,play,3,2026-04-06
C01055,ITEM_072,play,3,2026-06-13
C00759,ITEM_017,purchase,5,2026-02-08
C00512,ITEM_012,play,3,2026-06-22
C00281,ITEM_046,view,1,2026-03-17
C00345,ITEM_033,view,1,2026-06-17
C00062,ITEM_052,view,1,2026-06-27
C00182,ITEM_048,play,3,2026-06-02
C00525,ITEM_004,view,1,2026-05-23
C00168,ITEM_058,view,1,2026-03-20
C00012,ITEM_079,purchase,5,2026-05-06
C00831,ITEM_011,view,1,2026-02-14
C00085,ITEM_046,view,1,2026-02-20
C00169,ITEM_029,play,3,2026-05-14
C00714,ITEM_051,view,1,2026-05-18
C01106,ITEM_047,view,1,2026-02-17
C00869,ITEM_045,play,3,2026-06-23
C00039,ITEM_011,purchase,5,2026-05-03
C00201,ITEM_055,view,1,2026-06-27
C00888,ITEM_053,view,1,2026-03-28
C00879,ITEM_052,view,1,2026-04-18
C00469,ITEM_015,play,3,2026-04-28
C01139,ITEM_063,view,1,2026-01-29
C01066,ITEM_017,view,1,2026-02-20
C00891,ITEM_012,play,3,2026-06-23
C00897,ITEM_026,purchase,5,2026-05-02
C00941,ITEM_013,view,1,2026-04-08
C00178,ITEM_026,view,1,2026-01-01
C00840,ITEM_017,play,3,2026-01-07
C01127,ITEM_006,view,1,2026-04-11
C00269,ITEM_077,play,3,2026-01-15
C00017,ITEM_054,view,1,2026-01-26
C00433,ITEM_028,view,1,2026-04-14
C00323,ITEM_030,view,1,2026-06-22
C01139,ITEM_025,view,1,2026-05-31
C00535,ITEM_059,play,3,2026-03-25
C00793,ITEM_018,play,3,2026-06-19
C01178,ITEM_007,play,3,2026-04-20
C00946,ITEM_038,play,3,2026-06-19
C00898,ITEM_017,view,1,2026-02-12
C01162,ITEM_072,purchase,5,2026-04-15
C00826,ITEM_028,play,3,2026-06-16
C00277,ITEM_053,view,1,2026-06-26
C00872,ITEM_031,play,3,2026-06-04
C00386,ITEM_015,play,3,2026-01-27
C00397,ITEM_025,view,1,2026-04-22
C00773,ITEM_066,view,1,2026-01-18
C00378,ITEM_006,view,1,2026-03-10
C00029,ITEM_075,purchase,5,2026-01-06
C01199,ITEM_001,play,3,2026-05-17
C00685,ITEM_057,play,3,2026-05-20
C00804,ITEM_055,purchase,5,2026-01-17
C00970,ITEM_047,view,1,2026-06-14
C00761,ITEM_005,purchase,5,2026-06-01
C00732,ITEM_053,view,1,2026-06-01
C00950,ITEM_005,play,3,2026-03-22
C00354,ITEM_058,view,1,2026-06-19
C00994,ITEM_062,view,1,2026-06-26
C00868,ITEM_068,view,1,2026-04-09
C00218,ITEM_031,view,1,2026-03-10
C00175,ITEM_052,view,1,2026-05-18
C01055,ITEM_014,view,1,2026-01-08
C01073,ITEM_042,play,3,2026-03-02
C01192,ITEM_057,purchase,5,2026-01-01
C00121,ITEM_014,view,1,2026-05-18
C01074,ITEM_066,view,1,2026-01-08
C01036,ITEM_029,view,1,2026-05-16
C00921,ITEM_074,play,3,2026-04-12
C00597,ITEM_006,view,1,2026-03-20
C00610,ITEM_017,purchase,5,2026-04-24
C00514,ITEM_058,view,1,2026-01-08
C00035,ITEM_015,view,1,2026-05-27
C00600,ITEM_079,purchase,5,2026-02-17
C00284,ITEM_075,view,1,2026-06-01
C00240,ITEM_007,view,1,2026-06-09
C00067,ITEM_067,purchase,5,2026-04-10
C00549,ITEM_035,view,1,2026-04-16
C00057,ITEM_067,view,1,2026-06-16
C01019,ITEM_056,view,1,2026-03-14
C01067,ITEM_025,play,3,2026-03-13
C00961,ITEM_002,play,3,2026-06-20
C00361,ITEM_025,view,1,2026-03-14
C00195,ITEM_035,view,1,2026-03-07
C00605,ITEM_042,view,1,2026-01-02
C00808,ITEM_063,view,1,2026-03-01
C00024,ITEM_065,play,3,2026-02-14
C01028,ITEM_023,view,1,2026-05-19
C00526,ITEM_015,play,3,2026-04-01
C00983,ITEM_052,play,3,2026-03-05
C00093,ITEM_059,view,1,2026-06-18
C00510,ITEM_048,play,3,2026-03-22
C00549,ITEM_049,play,3,2026-03-16
C00057,ITEM_056,view,1,2026-05-11
C00848,ITEM_032,view,1,2026-02-17
C01117,ITEM_019,play,3,2026-03-19
C00648,ITEM_063,play,3,2026-05-08
C00475,ITEM_013,play,3,2026-02-28
C00763,ITEM_004,view,1,2026-03-19
C00433,ITEM_001,play,3,2026-01-03
C00431,ITEM_031,play,3,2026-05-23
C00911,ITEM_038,view,1,2026-06-04
C00709,ITEM_043,view,1,2026-05-01
C00316,ITEM_014,view,1,2026-04-05
C00488,ITEM_034,play,3,2026-06-10
C01001,ITEM_052,view,1,2026-06-03
C00634,ITEM_023,play,3,2026-03-26
C00091,ITEM_043,view,1,2026-04-22
C01028,ITEM_021,play,3,2026-06-18
C00888,ITEM_066,view,1,2026-02-06
C00320,ITEM_035,play,3,2026-05-21
C01158,ITEM_064,view,1,2026-03-07
C01142,ITEM_027,play,3,2026-01-17
C01194,ITEM_028,purchase,5,2026-03-17
C00453,ITEM_060,view,1,2026-04-04
C01108,ITEM_023,view,1,2026-05-14
C00967,ITEM_057,view,1,2026-01-28
C01044,ITEM_006,view,1,2026-04-09
C00656,ITEM_067,play,3,2026-04-30
C00334,ITEM_060,view,1,2026-04-25
C00272,ITEM_045,play,3,2026-05-30
C01159,ITEM_039,view,1,2026-05-16
C00602,ITEM_029,purchase,5,2026-03-25
C01113,ITEM_026,view,1,2026-02-19
C00665,ITEM_024,purchase,5,2026-06-08
C00641,ITEM_056,view,1,2026-06-08
C00087,ITEM_016,purchase,5,2026-01-24
C00482,ITEM_021,play,3,2026-03-23
C00667,ITEM_031,view,1,2026-05-16
C00131,ITEM_038,play,3,2026-04-30
C00194,ITEM_021,view,1,2026-06-07
C00708,ITEM_034,view,1,2026-02-09
C00297,ITEM_064,view,1,2026-06-19
C00840,ITEM_021,play,3,2026-02-12
C00552,ITEM_013,play,3,2026-01-18
C00484,ITEM_063,view,1,2026-05-13
C00140,ITEM_021,play,3,2026-06-17
C00487,ITEM_056,view,1,2026-03-05
C00650,ITEM_076,view,1,2026-01-29
C00687,ITEM_041,view,1,2026-06-07
C00324,ITEM_043,view,1,2026-01-18
C00033,ITEM_055,play,3,2026-04-30
C01121,ITEM_010,view,1,2026-01-23
C01149,ITEM_007,view,1,2026-04-30
C01084,ITEM_014,view,1,2026-01-21
C00347,ITEM_034,play,3,2026-03-10
C00723,ITEM_067,play,3,2026-03-25
C00169,ITEM_048,view,1,2026-06-12
C01086,ITEM_068,play,3,2026-05-08
C00006,ITEM_031,view,1,2026-06-20
C00564,ITEM_064,play,3,2026-04-08
C01028,ITEM_057,view,1,2026-02-16
C00870,ITEM_008,view,1,2026-03-18
C01035,ITEM_041,view,1,2026-04-03
C00595,ITEM_050,view,1,2026-04-12
C00114,ITEM_030,view,1,2026-06-13
C00009,ITEM_061,play,3,2026-06-11
C00182,ITEM_033,view,1,2026-01-19
C00069,ITEM_056,view,1,2026-05-23
C00537,ITEM_057,play,3,2026-02-23
C00060,ITEM_017,play,3,2026-04-16
C00222,ITEM_005,purchase,5,2026-06-21
C00503,ITEM_070,view,1,2026-06-08
C00882,ITEM_067,play,3,2026-03-29
C00809,ITEM_076,play,3,2026-01-09
C00069,ITEM_004,view,1,2026-06-21
C01083,ITEM_055,view,1,2026-06-13
C00659,ITEM_010,view,1,2026-03-10
C00418,ITEM_038,view,1,2026-01-25
C00459,ITEM_064,play,3,2026-04-05
C01018,ITEM_020,play,3,2026-05-25
C00557,ITEM_029,view,1,2026-03-23
C00294,ITEM_039,view,1,2026-01-04
C00509,ITEM_036,purchase,5,2026-03-24
C00082,ITEM_001,view,1,2026-04-03
C00183,ITEM_029,view,1,2026-06-15
C00377,ITEM_067,purchase,5,2026-05-26
C00264,ITEM_007,view,1,2026-05-06
C00419,ITEM_027,play,3,2026-03-14
C00077,ITEM_048,play,3,2026-06-20
C00732,ITEM_030,view,1,2026-02-11
C00138,ITEM_055,view,1,2026-03-01
C00260,ITEM_021,play,3,2026-06-02
C01173,ITEM_015,view,1,2026-06-28
C00007,ITEM_073,view,1,2026-05-27
C00335,ITEM_060,view,1,2026-05-08
C00600,ITEM_023,play,3,2026-06-18
C00368,ITEM_007,view,1,2026-01-24
C00384,ITEM_035,view,1,2026-05-01
C00152,ITEM_061,view,1,2026-03-16
C00508,ITEM_049,view,1,2026-04-18
C00906,ITEM_056,play,3,2026-02-14
C00705,ITEM_042,play,3,2026-03-29
C01108,ITEM_072,view,1,2026-02-12
C00839,ITEM_009,play,3,2026-04-26
C00947,ITEM_065,play,3,2026-06-17
C00518,ITEM_077,play,3,2026-01-11
